STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),severity,Severity (days lost),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EE,Estonia,2022,,0.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2010,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2011,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2013,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2014,,0.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2015,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2016,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2017,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2018,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2019,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2020,,0.13,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EL,Greece,2022,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2010,,0.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2011,,0.16,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2012,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2013,,0.15,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2014,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2015,,0.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2016,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2017,,0.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2018,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2019,,0.2,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2020,,0.17,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2021,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,ES,Spain,2022,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2010,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2011,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2012,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2013,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2014,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2015,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2016,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2017,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2007,European Union - 27 countries (2007-2013),2018,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2010,,0.3,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2011,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2012,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2013,,0.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2014,,0.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2015,,0.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2016,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2017,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2018,,0.2,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2019,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2020,,0.29,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2021,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU27_2020,European Union - 27 countries (from 2020),2022,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2010,,0.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2011,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2012,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2013,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2014,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2015,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2016,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2017,,0.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,EU28,European Union - 28 countries (2013-2020),2018,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2010,,0.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2011,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2012,,0.33,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2013,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2014,,0.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2015,,0.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2016,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2017,,0.08,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2019,,0.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2020,,0.33,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FI,Finland,2022,,0.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2010,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2011,,0.48,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2012,,0.35,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2013,,0.45,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2014,,0.57,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2015,,0.47,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2016,,0.63,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2017,,0.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2018,,0.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2019,,0.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2020,,0.75,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2021,,0.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2022,,0.75,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2010,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2011,,0.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2013,,0.31,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2014,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2015,,0.15,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2016,,0.29,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2017,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2018,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2019,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2020,,0.14,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2021,,0.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2022,,0.52,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2010,,0.35,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2011,,0.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2012,,0.11,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2013,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2014,,0.23,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2015,,0.45,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2016,,0.22,,,,,
